ACC,Loss,LossPrivileged,LossUnprivileged,BalancedACC,SP,EO,EQO,drift-id,gm-id
0.5266666666666666,,,,0.7741935483870968,0,0,0.0,0,0
0.5266666666666666,,,,0.753968253968254,0,0,0.0,0,0
0.5,,,,0.8157894736842106,0,0,0.0,0,0
0.44,,,,0.6186440677966102,0,0,0.0,0,0
0.5,,,,1.0,0,0,0.0,1,0
0.4533333333333333,,,,0.86,0,0,0.0,1,1
0.48333333333333334,,,,0.95,0,0,0.0,1,1
0.5366666666666666,,,,0.7196969696969696,0,0,0.0,0,1
0.57,,,,0.7573529411764706,0,0,0.0,0,0
0.5266666666666666,,,,0.6126760563380282,0,0,0.0,0,0
