ACC,BalancedACC,drift-id,gm-id
0.08176100628930817,0.6774193548387096,0,"[[0, 1]]"
0.9009433962264151,0.9690721649484536,0,"[[0, 1]]"
0.7908805031446541,0.7711267605633803,1,"[[0, 1]]"
0.8584905660377359,0.9854545454545455,1,"[[2, 1]]"
0.8883647798742138,0.9618055555555557,1,"[[9, 1]]"
0.9166666666666666,0.9695945945945946,1,"[[9, 1]]"
0.8710691823899371,0.9370629370629371,1,"[[9, 1]]"
0.9276729559748428,0.9865319865319866,1,"[[9, 1]]"
0.8176100628930818,0.7449664429530201,0,"[[9, 1]]"
0.8034591194968553,0.972972972972973,0,"[[20, 1]]"
0.8836477987421384,0.9115646258503401,0,"[[25, 1]]"
