ACC,Loss,LossPrivileged,LossUnprivileged,BalancedACC,SP,EO,EQO,drift-id,gm-id
0.5466666666666666,,,,0.8442622950819673,0,0,0.0,0,0
0.5166666666666667,,,,0.6923076923076923,0,0,0.0,0,0
0.5066666666666667,,,,0.6875,0,0,0.0,0,0
0.52,,,,0.7380952380952381,0,0,0.0,0,0
0.4633333333333333,,,,0.89,0,0,0.0,1,0
0.52,,,,0.9433962264150942,0,0,0.0,1,0
0.5033333333333333,,,,0.9900990099009901,0,0,0.0,1,0
0.49333333333333335,,,,0.98,0,0,0.0,1,0
0.49333333333333335,,,,0.98,0,0,0.0,1,0
0.52,,,,0.71875,0,0,0.0,0,0
