ACC,BalancedACC,SP,EO,EQO,drift-id,gm-id
0.45054945054945056,0.6802325581395349,0.0,0.0,0.0,0,0
0.5769230769230769,0.8205128205128205,0.8937728937728937,0.9259259259259258,0.9335511982570806,0,0
0.6923076923076923,0.9681818181818181,0.7794871794871795,0.9290123456790124,0.8632302557741154,0,0
0.8021978021978022,0.9841269841269842,1.0,0.9760845383759733,0.8589661822314649,0,0
0.7582417582417582,0.8835341365461847,0.8075117370892019,0.9226190476190477,0.9375,0,0
0.8131868131868132,0.8351648351648351,0.9749999999999999,0.9364583333333333,0.6738541666666666,0,0
0.7967032967032966,0.9147286821705427,0.9574468085106382,0.921985815602837,0.8359929078014185,1,0
0.8351648351648352,0.8695652173913044,0.9491525423728814,0.847005742411813,0.7282647759678113,1,0
0.8406593406593407,0.9848484848484849,0.8888888888888888,0.9837461300309597,0.9783595515019663,1,0
0.7637362637362637,0.7727272727272727,0.9374999999999999,0.96,0.745,0,0
0.8351648351648352,0.9514925373134329,0.986842105263158,0.8719262295081966,0.7537925721184394,0,0
