ACC,BalancedACC,drift-id,gm-id
0.06289308176100629,0.48148148148148145,0,"[[0, 1]]"
0.9182389937106918,0.9597315436241611,0,"[[0, 1]]"
0.9418238993710691,0.9703947368421053,1,"[[0, 1]]"
0.9575471698113207,0.9772727272727272,1,"[[0, 1]]"
0.9481132075471698,0.9835526315789473,1,"[[0, 1]]"
0.8490566037735849,0.7940199335548174,1,"[[0, 1]]"
0.8411949685534591,0.9741697416974169,1,"[[9, 1]]"
0.9088050314465409,0.993103448275862,1,"[[9, 1]]"
0.8113207547169812,0.8041958041958042,0,"[[6, 1]]"
0.8757861635220126,0.9892857142857143,0,"[[11, 1]]"
0.8915094339622641,0.8774834437086093,0,"[[10, 1]]"
