ACC,BalancedACC,drift-id,gm-id
0.13,0.23684210526315788,0,"[[0, 1]]"
0.9266666666666666,0.9920634920634921,0,"[[0, 1]]"
0.9433333333333334,0.7961538461538462,2,"[[0, 1]]"
0.9083333333333333,0.8493975903614457,2,"[[3, 1]]"
0.955,0.8793103448275862,2,"[[0, 1]]"
0.9116666666666666,0.5038610038610039,1,"[[3, 1]]"
0.9216666666666666,0.8946322067594434,1,"[[6, 1]]"
0.8916666666666667,0.8466257668711658,1,"[[6, 1]]"
0.8866666666666667,0.7515274949083504,0,"[[8, 1]]"
0.9533333333333334,0.8809980806142035,0,"[[1, 1]]"
