ACC,Loss,LossPrivileged,LossUnprivileged,BalancedACC,SP,EO,EQO,drift-id,gm-id
0.43478260869565216,,,,0.8571428571428571,0,0,0.0,0,0
0.47315436241610737,,,,0.9411764705882353,0,0,0.0,1,0
0.4966442953020134,,,,0.9926470588235294,0,0,0.0,1,0
0.4429530201342282,,,,0.875,0,0,0.0,1,0
0.47315436241610737,,,,0.9411764705882353,0,0,0.0,1,0
0.4597315436241611,,,,0.9117647058823529,0,0,0.0,1,0
0.46308724832214765,,,,0.9191176470588235,0,0,0.0,1,0
0.5268456375838926,,,,0.78719723183391,0,0,0.0,0,0
0.45302013422818793,,,,0.5835913312693498,0,0,0.0,0,0
0.46153846153846156,,,,0.6778711484593837,0,0,0.0,0,0
