ACC,BalancedACC,drift-id,gm-id
0.14150943396226415,0.30818965517241376,0,[0]
0.6918238993710691,0.9355750632346378,0,[0]
0.8223270440251572,0.7804054054054054,1,[0]
0.8238993710691824,0.7386363636363636,1,[0]
0.8191823899371069,0.8244234800838574,1,[4]
0.8616352201257862,0.9769736842105263,1,[4]
0.8710691823899371,0.7901522593320235,1,[4]
0.8286163522012578,0.9161872384937239,1,[9]
0.8427672955974843,0.7992886178861789,1,[9]
0.8160377358490566,0.9317819148936171,1,[5]
0.8160377358490566,0.8899629237288135,1,[11]
