ACC,Loss,LossPrivileged,LossUnprivileged,AEQ,OEQ,OPP,drift-id,gm-id,gm-name
0.55,6.002807,6.116549,4.979133,0.08256880733944955,0.04533333333333333,0.04714912280701754,0,0,0
0.595,4.8213634,4.837178,4.6790323,0.39473684210526316,0.24052910052910054,0.23342781557067271,1,0,0
0.58,4.700813,4.7101717,4.6165853,0.3492537313432836,0.20240251897860595,0.2156423034330011,1,0,0
0.605,4.7573686,4.7300673,5.0030766,0.2288135593220339,0.11861471861471862,0.14089147286821707,1,0,0
0.625,4.6760974,4.6810694,4.6313553,0.4803370786516854,0.29885265700483093,0.35820436507936504,1,0,0
0.59,4.652387,4.6559215,4.620581,0.2886297376093294,0.15678524374176547,0.16921041921041918,1,0,0
0.5983333333333334,4.671205,4.654941,4.8175783,0.25787965616045844,0.1520408163265306,0.17062499999999997,1,0,0
0.5966666666666667,4.6656814,4.6712704,4.615379,0.2853025936599423,0.1796446608946609,0.16819859726836472,1,0,0
0.6166666666666667,4.66547,4.6698055,4.6264467,0.38028169014084506,0.15785091814503582,0.20952380952380953,1,0,0
