ACC,BalancedACC,drift-id,gm-id
0.08490566037735849,0.058823529411764705,0,"[[0, 1]]"
0.8034591194968553,0.9210526315789475,0,"[[0, 1]]"
0.7264150943396226,0.8117647058823528,1,"[[0, 1]]"
0.7720125786163522,0.9718875502008032,1,"[[3, 1]]"
0.8223270440251572,0.9588014981273408,1,"[[7, 1]]"
0.8160377358490566,0.9659090909090908,1,"[[7, 1]]"
0.8742138364779874,0.9786476868327402,1,"[[7, 1]]"
0.8663522012578616,0.9608540925266904,1,"[[7, 1]]"
0.7625786163522013,0.7700729927007298,0,"[[7, 1]]"
0.7735849056603774,0.9838709677419355,0,"[[17, 1]]"
0.8286163522012578,0.9737827715355806,0,"[[19, 1]]"
