ACC,BalancedACC,drift-id,gm-id
0.13679245283018868,0.0,0,"[[0, 1]]"
0.7154088050314465,0.9487179487179488,0,"[[0, 1]]"
0.8034591194968553,0.6773684210526316,1,"[[0, 1]]"
0.7940251572327044,0.8107451403887689,1,"[[4, 1]]"
0.7987421383647799,0.7638888888888888,1,"[[4, 1]]"
0.7955974842767296,0.7671673819742489,1,"[[3, 1]]"
0.8632075471698113,0.7979910714285714,1,"[[8, 1]]"
0.8317610062893082,0.7508965163934427,1,"[[15, 1]]"
0.8349056603773585,0.6114185110663984,0,"[[8, 1]]"
0.7861635220125787,0.6727150537634409,0,"[[18, 1]]"
0.8915094339622641,0.9600830078125,0,"[[1, 1]]"
