ACC,BalancedACC,drift-id,gm-id
0.06733333333333333,0.44285714285714284,0,"[[0, 1]]"
0.9493333333333334,0.980528511821975,0,"[[0, 1]]"
0.9553333333333334,0.9930458970792767,0,"[[0, 1]]"
0.9633333333333334,0.9958563535911602,0,"[[0, 1]]"
0.88,0.8156808803301238,2,"[[0, 1]]"
0.8373333333333334,0.7181942544459644,1,"[[0, 1]]"
0.8773333333333333,0.8252427184466019,1,"[[0, 1]]"
0.8753333333333333,0.8236111111111111,0,"[[0, 1]]"
0.8806666666666667,0.8071135430916552,0,"[[0, 1]]"
0.9446666666666667,0.927891156462585,2,"[[0, 1]]"
