ACC,BalancedACC,SP,EO,EQO,drift-id,gm-id
0.4808743169398907,0.6578947368421052,0.0,0.0,0.0,0,[0]
0.8360655737704918,0.9423076923076924,0.8169014084507041,0.9579955784819455,0.9234422336854171,0,[0]
0.7814207650273224,0.9791666666666667,0.8493150684931506,0.9577647823261858,0.9338456264572106,0,[0]
0.8524590163934426,1.0,0.8135593220338982,0.9650205761316873,0.9678044057129025,0,[0]
0.8797814207650273,0.9272727272727274,0.9206349206349206,0.9796296296296296,0.6501921733053808,0,[0]
0.8633879781420765,0.9532710280373833,0.8524590163934426,0.954861111111111,0.7425167624521072,0,[0]
0.7814207650273224,0.8316831683168315,0.7272727272727273,0.7156043956043956,0.8193406593406594,1,[3]
0.8306010928961749,0.7889908256880733,0.984375,0.7815126050420168,0.5876313025210085,1,[3]
0.639344262295082,0.9620253164556962,0.9230769230769229,0.8914285714285715,0.9154945054945056,1,[4]
0.644808743169399,0.6516853932584269,0.9883720930232558,0.8407224958949097,0.7651888341543513,0,[4]
0.8743169398907104,0.9629629629629629,0.6052631578947367,0.8559440559440559,0.7426573426573426,0,[0]
