ACC,Loss,LossPrivileged,LossUnprivileged,BalancedACC,drift-id,gm-id
0.7971758664955071,0.43143845,0.43688267,0.37714955,0.920626099842549,0,0
0.82798459563543,0.39440957,0.40839657,0.25274128,0.8962887870239773,0,0
0.8048780487804879,0.42528695,0.44391647,0.26251107,0.8685597820761558,0,0
0.7958921694480102,0.41108873,0.42448795,0.2663368,0.8969386274604634,0,0
0.7715019255455713,0.5216128,0.35601622,2.0760124,0.2732420091324201,1,0
0.7984595635430038,0.4096311,0.40377527,0.47085896,0.9940451532725766,1,1
0.8112965340179717,0.3866766,0.38043064,0.4564554,0.980663726333907,1,1
0.7779204107830552,0.45394227,0.34504625,1.5925468,0.2472674880763116,0,1
0.8600770218228498,0.31534562,0.3321526,0.17812173,0.916262357275745,0,0
0.8112965340179717,0.3691008,0.37794724,0.28088614,0.8900070621468927,0,0
