,0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,6,2,3,6,5
4,0,0,0,0,0,8,8,8,8,8
5,0,0,0,0,0,9,9,9,9,9
6,0,10,11,14,14,9,9,9,9,9
7,0,0,0,14,14,9,9,9,9,9
8,0,10,0,0,10,9,9,9,9,9
9,0,0,0,15,19,19,18,14,9,9
10,0,0,0,22,22,22,22,22,9,9
