ACC,BalancedACC,drift-id,gm-id
0.12833333333333333,0.4931506849315068,0,"[[0, 1]]"
0.9483333333333334,0.9824561403508772,0,"[[0, 1]]"
0.9366666666666666,0.708253358925144,1,"[[0, 1]]"
0.9133333333333333,0.727810650887574,1,"[[2, 1]]"
0.915,0.8622754491017964,1,"[[4, 1]]"
0.8916666666666667,0.766734279918864,1,"[[5, 1]]"
0.885,0.6156941649899396,0,"[[6, 1]]"
0.9083333333333333,0.7904191616766466,2,"[[1, 1]]"
0.9633333333333334,0.9961685823754789,2,"[[3, 1]]"
0.9733333333333334,0.8983050847457628,2,"[[3, 1]]"
