ACC,BalancedACC,drift-id,gm-id
0.07533333333333334,0.7259259259259259,0,0
0.958,0.9714726291441789,0,0
0.956,0.897239263803681,0,0
0.9706666666666667,0.9347990902198635,0,0
0.9446666666666667,0.7649310872894334,1,2
0.912,0.8574859887910328,1,2
0.9586666666666667,0.9477325134511914,2,1
0.944,0.8333333333333334,2,1
0.9626666666666667,0.9509954058192956,2,1
0.9753333333333334,0.9825625473843821,2,1
