ACC,Loss,LossPrivileged,LossUnprivileged,BalancedACC,SP,EO,EQO,drift-id,gm-id
0.47840531561461797,,,,0.6007326007326007,0,0,0.0,0,0
0.4219269102990033,,,,0.621082621082621,0,0,0.0,0,0
0.5083056478405316,,,,0.8205128205128206,0,0,0.0,0,0
0.4750830564784053,,,,0.6693657219973009,0,0,0.0,0,0
0.4584717607973422,,,,0.9084249084249084,0,0,0.0,1,0
0.47840531561461797,,,,0.9523809523809523,0,0,0.0,1,0
0.4983388704318937,,,,0.9963369963369964,0,0,0.0,1,0
0.45514950166112955,,,,0.7756410256410257,0,0,0.0,0,0
0.43521594684385384,,,,0.7931623931623931,0,0,0.0,0,0
0.46179401993355484,,,,0.6894586894586894,0,0,0.0,0,0
