ACC,F1Score,SP,EO,EQO,BalancedACC,drift-id
0.0,0.0,0.0,0.0,0.0,0.0,0
0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.3333333333333333,0.5,0.5,0.0,0.0,0.0,0
0.25,0.4,1.0,0.0,0.0,0.0,0
0.4,0.5714285714285714,0.75,1.0,0.5,0.6666666666666666,0
0.3333333333333333,0.5,0.6666666666666666,1.0,0.5,0.5,0
0.42857142857142855,0.6,0.8888888888888888,0.75,0.375,0.375,0
0.375,0.5454545454545454,0.8333333333333333,0.75,0.375,0.30000000000000004,0
0.3333333333333333,0.5,0.7999999999999999,0.75,0.375,0.25,0
0.4,0.5714285714285714,0.8999999999999999,0.6666666666666666,0.3333333333333333,0.2222222222222222,0
0.45454545454545453,0.625,0.96,0.625,0.3125,0.20833333333333331,0
0.5,0.6666666666666666,1.0,0.6,0.3,0.19999999999999996,0
0.5384615384615384,0.7,0.9722222222222223,0.5833333333333334,0.2916666666666667,0.19444444444444442,0
0.5,0.6666666666666666,0.9523809523809523,0.5833333333333334,0.2916666666666667,0.2222222222222222,0
0.4666666666666667,0.6363636363636364,0.9795918367346937,0.5833333333333334,0.2916666666666667,0.19047619047619047,0
0.4375,0.6086956521739131,0.8571428571428571,0.38888888888888884,0.19444444444444442,0.16666666666666666,0
0.47058823529411764,0.64,0.8888888888888888,0.5833333333333334,0.2916666666666667,0.2962962962962963,0
0.5,0.6666666666666666,0.9142857142857143,0.7,0.35,0.4,0
0.5263157894736842,0.6896551724137931,0.9000000000000001,0.6857142857142856,0.3428571428571428,0.38571428571428573,0
0.5,0.6666666666666666,0.9204545454545455,0.6857142857142856,0.3428571428571428,0.3506493506493506,0
0.47619047619047616,0.6451612903225806,0.9090909090909092,0.6857142857142856,0.3428571428571428,0.3896103896103896,0
0.45454545454545453,0.625,0.9000000000000001,0.6857142857142856,0.3428571428571428,0.42857142857142855,0
0.43478260869565216,0.6060606060606061,0.825,0.5714285714285714,0.2857142857142857,0.39285714285714285,0
0.4583333333333333,0.6285714285714286,0.8181818181818182,0.5625,0.28125,0.375,0
0.44,0.6111111111111112,0.8125,0.5625,0.28125,0.40625,0
0.4230769230769231,0.5945945945945946,0.8076923076923077,0.5625,0.28125,0.4375,0
0.4444444444444444,0.5945945945945946,0.8653846153846153,0.5625,0.28125,0.4166666666666667,0
0.4642857142857143,0.5945945945945946,0.7988165680473371,0.5625,0.7098214285714286,0.5128205128205129,0
0.4482758620689655,0.5789473684210527,0.8520710059171597,0.625,0.7410714285714286,0.5470085470085471,0
0.4666666666666667,0.5789473684210527,0.9053254437869823,0.625,0.5625,0.5230769230769231,0
0.45161290322580644,0.5641025641025641,0.9585798816568047,0.6875,0.59375,0.5538461538461539,0
0.46875,0.5641025641025641,0.8901098901098902,0.6875,0.78125,0.6428571428571428,0
0.45454545454545453,0.55,0.9395604395604396,0.75,0.8125,0.6785714285714286,0
0.47058823529411764,0.55,0.8769230769230769,0.75,0.8035714285714286,0.7600000000000001,0
0.4857142857142857,0.55,0.9230769230769229,0.75,0.8194444444444444,0.7272727272727273,0
0.4722222222222222,0.5365853658536586,0.9692307692307691,0.8125,0.8506944444444444,0.7636363636363637,0
