ACC,Loss,LossPrivileged,LossUnprivileged,AEQ,OEQ,OPP,MEQ,MPP,F1Score,F1 Score Equality,drift-id,gm-id,gm-name
0.9457142857142857,0.188383,0.17167294,0.49659076,0.9061454481422786,0.8706324944164076,0.8960530213693492,0.6566037735849056,0.708994708994709,0.9932885906040269,0.993103448275862,0,0,0
0.9442857142857143,0.24574265,0.15126838,1.9882681,0.7552055993000875,0.6510671269027579,0.7093420349766719,0.0,0.0,1.0,1.0,2,0,0
0.9685714285714285,0.1572225,0.08469525,1.4949472,0.7649769585253456,0.7659542904714629,0.7163216484559627,0.2,0.2536764705882353,1.0,1.0,2,0,0
0.96,0.2618376,0.17771676,1.8133997,0.8318645239329532,0.7057270711614165,0.6843105858467263,0.0,0.0,1.0,1.0,4,0,0
0.9642857142857143,0.20867859,0.05006962,3.1341329,0.5922528032619776,0.6281897849242672,0.613527693270401,0.0,0.0,1.0,1.0,4,0,0
0.9685714285714285,0.16903363,0.06444264,2.0981562,0.6768603465851172,0.6089481192522237,0.6428167871948965,0.0,0.0,1.0,1.0,4,0,0
0.9671428571428572,0.13722606,0.102326535,0.7809283,0.8851049191606468,0.7826364040124603,0.7761791547117418,0.0,0.0,1.0,1.0,2,0,0
0.98,0.08371078,0.015187886,1.3475775,0.7265993265993266,0.771204287515763,0.7872785756443046,0.25,0.2,1.0,1.0,3,0,0
0.9828571428571429,0.088472374,0.028485483,1.1948973,0.7824915824915825,0.8217439516129034,0.8332192460317461,0.209375,0.2857142857142857,1.0,1.0,3,0,0
