ACC,BalancedACC,drift-id,gm-id
0.14150943396226415,0.30818965517241376,0,"[[0, 1]]"
0.6918238993710691,0.9355750632346378,0,"[[0, 1]]"
0.8223270440251572,0.7804054054054054,1,"[[0, 1]]"
0.8238993710691824,0.7386363636363636,1,"[[0, 1]]"
0.8301886792452831,0.8529564315352697,1,"[[8, 1]]"
0.8569182389937107,0.9829429735234215,1,"[[8, 1]]"
0.8773584905660378,0.8796751968503936,1,"[[8, 1]]"
0.8427672955974843,0.9602272727272727,1,"[[8, 1]]"
0.8333333333333334,0.7692110655737705,1,"[[12, 1]]"
0.7908805031446541,0.8142624728850325,1,"[[5, 1]]"
0.8238993710691824,0.8396398747390397,1,"[[12, 1]]"
