ACC,BalancedACC,drift-id,gm-id
0.054945054945054944,0.5426136363636364,0,"[[0, 1]]"
0.8571428571428571,0.8629518072289156,0,"[[0, 1]]"
0.880690737833595,0.7059194711538461,0,"[[0, 1]]"
0.880690737833595,0.7807957848837209,0,"[[1, 1]]"
0.9434850863422292,0.992952865064695,0,"[[0, 1]]"
0.9529042386185244,0.786206317204301,2,"[[0, 1]]"
0.9466248037676609,0.9346668956043956,2,"[[0, 1]]"
0.9512578616352201,0.9657738095238095,2,"[[0, 1]]"
0.9339622641509434,0.7325819672131147,0,"[[0, 1]]"
0.8757861635220126,0.7665692007797271,0,"[[9, 1]]"
0.9433962264150944,0.8125,0,"[[0, 1]]"
