ACC,BalancedACC,drift-id,gm-id
0.08866666666666667,0.7098765432098765,0,"[[0, 1]]"
0.9586666666666667,0.9938223938223939,0,"[[0, 1]]"
0.9566666666666667,0.9193548387096775,0,"[[0, 1]]"
0.9573333333333334,0.7687074829931972,2,"[[1, 1]]"
0.8953333333333333,0.8992628992628993,2,"[[1, 1]]"
0.9306666666666666,0.8851298190401259,2,"[[1, 1]]"
0.948,0.9055727554179567,2,"[[1, 1]]"
0.946,0.8541666666666666,2,"[[1, 1]]"
0.9406666666666667,0.6938931297709924,1,"[[2, 1]]"
0.93,0.6059678653404743,2,"[[1, 1]]"
