ACC,BalancedACC,SP,EO,EQO,drift-id,gm-id
0.4416058394160584,0.7408602150537635,0.0,0.0,0.0,0,0
0.8065693430656934,0.8971820258948969,0.8541905855338692,0.9664179104477612,0.8026533996683249,0,0
0.864963503649635,0.9760286225402504,0.6623931623931624,0.7891705069124424,0.3945852534562212,0,0
0.8832116788321168,0.9538461538461539,0.8325426944971537,0.9800664451827242,0.751937984496124,0,0
0.8941605839416058,0.9410141428078648,0.7754846779237023,0.9182608695652175,0.734992503748126,0,0
0.8795620437956204,0.8163548163548163,0.8009395184967704,0.7120901639344261,0.7688891186644609,0,0
0.8102189781021898,0.5933014354066986,0.7013574660633486,0.4448160535117057,0.45979933110367893,1,0
0.8138686131386861,0.218772053634439,0.9382093316519545,0.17902097902097902,0.1545104895104895,1,0
0.8941605839416058,0.4483892176199868,0.5489762036524627,0.24300699300699305,0.20498973503560664,1,0
0.8832116788321168,0.8593208593208594,0.23076923076923078,0.334140435835351,0.6495263582685527,0,0
0.9087591240875912,0.9244323957980345,0.7714932126696833,0.8527131782945737,0.8596899224806202,0,0
