ACC,Loss,LossPrivileged,LossUnprivileged,BalancedACC,SP,EO,EQO,drift-id,gm-id
0.45302013422818793,,,,0.9797794117647058,0,0,0.0,0,0
0.4865771812080537,,,,0.9705882352941176,0,0,0.0,1,0
0.47651006711409394,,,,0.9485294117647058,0,0,0.0,1,1
0.4463087248322148,,,,0.8823529411764706,0,0,0.0,1,1
0.5234899328859061,,,,0.951048951048951,0,0,0.0,1,1
0.4899328859060403,,,,0.9779411764705882,0,0,0.0,1,1
0.48322147651006714,,,,0.9632352941176471,0,0,0.0,1,1
0.5,,,,1.0,0,0,0.0,1,1
0.47651006711409394,,,,0.9485294117647058,0,0,0.0,1,1
0.4798657718120805,,,,0.9558823529411765,0,0,0.0,0,1
