ACC,BalancedACC,drift-id,gm-id
0.14779874213836477,0.09610215053763442,0,"[[0, 1]]"
0.7028301886792453,0.8303789731051345,0,"[[0, 1]]"
0.8144654088050315,0.7075520833333333,1,"[[0, 1]]"
0.8066037735849056,0.817686170212766,1,"[[4, 1]]"
0.8128930817610063,0.8728768577494692,1,"[[5, 1]]"
0.8537735849056604,0.7880761523046091,1,"[[5, 1]]"
0.8522012578616353,0.9686860940695297,1,"[[2, 1]]"
0.8333333333333334,0.7891427104722794,1,"[[2, 1]]"
0.8364779874213837,0.9476351351351351,1,"[[2, 1]]"
0.8333333333333334,0.9104729729729729,1,"[[2, 1]]"
0.8537735849056604,0.9264481707317074,1,"[[2, 1]]"
