ACC,BalancedACC,drift-id,gm-id
0.04709576138147567,0.3669907753677387,0,[0]
0.8838304552590267,0.9693343996062992,0,[0]
0.8995290423861853,0.9506213803088803,0,[0]
0.9387755102040817,0.870670871559633,0,[0]
0.9497645211930926,0.9132513661202186,0,[0]
0.9089481946624803,0.809322033898305,2,[0]
0.8634222919937206,0.7402189960629921,2,[1]
0.9466248037676609,0.9710190716911764,2,[0]
0.9623233908948194,0.9893851902173912,2,[0]
0.9434850863422292,0.7947520380434783,2,[0]
0.9309262166405023,0.9892029494382023,2,[0]
