ACC,BalancedACC,drift-id,gm-id
0.17,0.6631578947368421,0,"[[0, 1]]"
0.9133333333333333,0.9036144578313253,0,"[[0, 1]]"
0.9383333333333334,0.819767441860465,1,"[[0, 1]]"
0.9316666666666666,0.7879377431906615,1,"[[0, 1]]"
0.8066666666666666,0.7668161434977578,1,"[[6, 1]]"
0.9066666666666666,0.6377952755905512,1,"[[5, 1]]"
0.8866666666666667,0.5951903807615231,2,"[[6, 1]]"
0.9133333333333333,0.6895874263261297,2,"[[7, 1]]"
0.9583333333333334,0.8571428571428572,2,"[[0, 1]]"
0.9716666666666667,0.9375,2,"[[0, 1]]"
