ACC,BalancedACC,drift-id,gm-id
0.1554160125588697,0.09135841836734694,0,"[[0, 1]]"
0.7237048665620094,0.9391316736118532,0,"[[0, 1]]"
0.8351648351648352,0.8676224226804123,0,"[[0, 1]]"
0.8712715855572999,0.9059709821428571,0,"[[0, 1]]"
0.8461538461538461,0.7761781754032259,0,"[[0, 1]]"
0.8037676609105181,0.6368331589958158,2,"[[8, 1]]"
0.8634222919937206,0.66448974609375,2,"[[0, 1]]"
0.8459119496855346,0.9359599589322383,2,"[[11, 1]]"
0.8522012578616353,0.7896586345381527,0,"[[0, 1]]"
0.8254716981132075,0.8175675675675675,0,"[[12, 1]]"
0.7955974842767296,0.7256944444444444,0,"[[13, 1]]"
