ACC,BalancedACC,drift-id,gm-id
0.07378335949764521,0.044584206848357795,0,"[[0, 1]]"
0.7676609105180534,0.929882166354839,0,"[[0, 1]]"
0.8430141287284144,0.9557232704402516,0,"[[0, 1]]"
0.858712715855573,0.9922012578616353,0,"[[0, 1]]"
0.8383045525902669,0.9882280049566295,0,"[[0, 1]]"
0.7896389324960753,0.8519353496115427,2,"[[0, 1]]"
0.8273155416012559,0.9548450966689961,2,"[[0, 1]]"
0.8084772370486656,0.9853185025598817,2,"[[16, 1]]"
0.8304552590266876,0.9635128363496521,2,"[[0, 1]]"
0.8178963893249608,0.8836364462003043,2,"[[16, 1]]"
0.8367346938775511,0.9931316262195766,2,"[[0, 1]]"
