ACC,BalancedACC,drift-id,gm-id
0.04709576138147567,0.3669907753677387,0,[0]
0.8838304552590267,0.9693343996062992,0,[0]
0.8979591836734694,0.9524601063829786,0,[0]
0.9403453689167975,0.8690762362637363,0,[0]
0.9466248037676609,0.8627556818181817,0,[0]
0.9136577708006279,0.8047752808988764,2,[0]
0.8979591836734694,0.8201335877862596,2,[0]
0.9042386185243328,0.9641826923076923,2,[11]
0.9403453689167975,0.9674041547035974,2,[12]
0.8367346938775511,0.7658477596741344,2,[22]
0.8351648351648352,0.8272908110882957,2,[23]
