ACC,Loss,LossPrivileged,LossUnprivileged,BalancedACC,drift-id,gm-id
0.8257142857142857,0.46422297,0.4579556,0.58330315,0.9310344827586207,0,0
0.8714285714285714,0.4565688,0.3434808,2.6052413,0.7444633730834753,1,0
0.8871428571428571,0.35562465,0.32201076,0.9942893,0.7307692307692308,1,0
0.9014285714285715,0.3705792,0.34913412,0.778036,0.7512355848434926,1,0
0.8857142857142857,0.40551463,0.3515107,1.4315898,0.7983193277310925,1,0
0.9057142857142857,0.3194521,0.27350277,1.192489,0.7475409836065574,1,0
0.88,0.41188702,0.33550343,1.8631763,0.6375838926174496,1,0
0.9085714285714286,0.35185114,0.3275863,0.812883,0.8423645320197045,0,0
0.9114285714285715,0.26934835,0.23515047,0.9191084,0.7748776508972267,0,0
0.9128571428571428,0.25608024,0.22863065,0.7776221,0.7414634146341463,0,0
