ACC,Loss,LossPrivileged,LossUnprivileged,BalancedACC,SP,EO,EQO,drift-id,gm-id
0.48172757475083056,,,,0.7236467236467237,0,0,0.0,0,0
0.4119601328903654,,,,0.8058608058608059,0,0,0.0,1,0
0.4682274247491639,,,,0.9304029304029304,0,0,0.0,1,1
0.451505016722408,,,,0.8937728937728938,0,0,0.0,1,1
0.44816053511705684,,,,0.8864468864468864,0,0,0.0,1,1
0.4916387959866221,,,,0.9816849816849816,0,0,0.0,1,1
0.46488294314381273,,,,0.9230769230769231,0,0,0.0,1,1
0.46488294314381273,,,,0.6402116402116402,0,0,0.0,0,1
0.46153846153846156,,,,0.8435374149659864,0,0,0.0,0,0
0.46179401993355484,,,,0.6894586894586894,0,0,0.0,0,0
