ACC,BalancedACC,drift-id,gm-id
0.5136612021857924,0.6811377245508982,0,"[[0, 1]]"
0.8087431693989071,0.9199760652536768,0,"[[0, 1]]"
0.7085610200364298,0.8523868911522207,1,"[[0, 1]]"
0.6721311475409836,0.987634450812593,1,"[[0, 1]]"
0.6848816029143898,0.9645045868067451,1,"[[0, 1]]"
0.7486338797814208,0.986828881248347,1,"[[0, 1]]"
0.7012750455373407,0.953804347826087,1,"[[0, 1]]"
0.7340619307832422,0.9527472527472527,1,"[[0, 1]]"
0.8269581056466302,0.8939311098961181,0,"[[0, 1]]"
0.8287795992714025,0.8918202206328041,0,"[[0, 1]]"
0.8287795992714025,0.9009345794392523,0,"[[0, 1]]"
