ACC,BalancedACC,drift-id,gm-id
0.06866666666666667,0.6518518518518517,0,"[[0, 1]]"
0.9533333333333334,0.9922360248447205,0,"[[0, 1]]"
0.966,0.9549618320610687,0,"[[0, 1]]"
0.9626666666666667,0.8380015140045419,0,"[[0, 1]]"
0.9566666666666667,0.7471698113207547,2,"[[1, 1]]"
0.906,0.5629397967161845,1,"[[2, 1]]"
0.9366666666666666,0.9332285938727415,1,"[[2, 1]]"
0.9106666666666666,0.7571428571428571,0,"[[0, 1]]"
0.968,0.9679633867276887,0,"[[0, 1]]"
0.9593333333333334,0.7596081386586285,2,"[[1, 1]]"
