ACC,BalancedACC,drift-id,gm-id
0.10989010989010989,0.9968652037617556,0,[0]
0.8932496075353218,0.918704868390403,0,[0]
0.9042386185243328,0.9695538283162279,0,[0]
0.9277864992150706,0.9863133679456334,0,[0]
0.9167974882260597,0.9567229807914834,0,[0]
0.8555729984301413,0.8011914398987069,2,[0]
0.6970172684458399,0.9166666666666666,2,[12]
0.9167974882260597,0.9765899792784655,2,[0]
0.6875981161695447,0.8586238140923143,2,[14]
0.9686028257456829,0.9870169265303647,2,[0]
0.8681318681318682,0.993266412412435,2,[12]
