ACC,BalancedACC,drift-id,gm-id
0.13836477987421383,0.20784883720930233,0,[0]
0.7295597484276729,0.9363095238095238,0,[0]
0.8443396226415094,0.9582474226804124,0,[0]
0.8333333333333334,0.9104729729729729,0,[0]
0.860062893081761,0.9189768145161291,0,[0]
0.8584905660377359,0.6875,2,[0]
0.8034591194968553,0.7384798728813559,2,[3]
0.860062893081761,0.8793925702811245,2,[0]
0.8537735849056604,0.7299551792828686,0,[0]
0.8522012578616353,0.9082825203252033,0,[3]
0.8490566037735849,0.8322368421052632,0,[3]
