ACC,BalancedACC,SP,EO,EQO,drift-id,gm-id
0.5641025641025641,0.5833396041839115,0.0,0.0,0.0,0,0
0.7802197802197802,0.9084164915966386,0.8707627118644068,0.8525641025641024,0.7316781477229237,0,0
0.8424908424908425,0.907450170150705,0.8394607843137254,0.8989830508474576,0.7221364529599608,0,0
0.8681318681318682,0.9821691176470588,0.7478832442067735,0.9408602150537636,0.848310291858679,0,0
0.8608058608058609,0.9653799019607842,0.7519676884838442,0.9100529100529101,0.9504532842947477,0,0
0.8315018315018315,0.8824744773942634,0.5165912518853696,0.6789529914529915,0.8305479242979242,0,0
0.7142857142857143,0.6027603664416585,0.5105761482675262,0.3420814479638009,0.432579185520362,1,0
0.7619047619047619,0.8634453781512605,0.8394607843137255,0.7610294117647058,0.7441510695187166,1,0
0.7545787545787546,0.6935872709739633,0.8730392156862744,0.6052631578947368,0.38596491228070173,1,0
0.7692307692307693,0.8321611253196931,0.5736315359477123,0.5967741935483871,0.7428315412186379,0,0
0.8608058608058609,0.8566465956461324,0.5756302521008403,0.6908212560386475,0.44468423576750776,0,0
