ACC,BalancedACC,drift-id,gm-id
0.24549549549549549,0.6206482593037215,0,"[[0, 1]]"
0.786036036036036,0.9281192939744369,0,"[[0, 1]]"
0.8288288288288288,0.9437657552840799,0,"[[0, 1]]"
0.8355855855855856,0.9455813953488373,0,"[[0, 1]]"
0.7927927927927928,0.8850574712643677,0,"[[0, 1]]"
0.6396396396396397,0.7534632034632034,2,"[[0, 1]]"
0.7072072072072072,0.7637349100763735,2,"[[0, 1]]"
0.6824324324324325,0.700468448608432,2,"[[0, 1]]"
0.6756756756756757,0.8344827586206897,0,"[[8, 1]]"
0.8153153153153153,0.9257320147372504,0,"[[4, 1]]"
0.8288288288288288,0.8803869832893579,0,"[[10, 1]]"
