ACC,BalancedACC,drift-id,gm-id
0.14150943396226415,0.30818965517241376,0,"[[0, 1]]"
0.7232704402515723,0.9216127098321343,0,"[[0, 1]]"
0.8207547169811321,0.7618243243243243,1,"[[0, 1]]"
0.8176100628930818,0.7447916666666666,1,"[[0, 1]]"
0.8270440251572327,0.8769572025052192,1,"[[6, 1]]"
0.8569182389937107,0.9426977687626775,1,"[[7, 1]]"
0.8632075471698113,0.7787128712871286,1,"[[7, 1]]"
0.8459119496855346,0.8755102040816326,1,"[[7, 1]]"
0.8443396226415094,0.817454268292683,1,"[[7, 1]]"
0.8380503144654088,0.9252070393374742,1,"[[7, 1]]"
0.8270440251572327,0.8974895397489541,1,"[[7, 1]]"
