ACC,Loss,LossPrivileged,LossUnprivileged,BalancedACC,drift-id,gm-id
0.8242857142857143,0.47213537,0.44641602,0.703609,0.9292543021032504,0,0
0.8714285714285714,0.37290448,0.34232092,0.6481567,0.8918918918918919,0,0
0.8728571428571429,0.45081413,0.4665056,0.30959,0.9981818181818182,0,0
0.8414285714285714,0.53686416,0.49442187,0.9188448,0.8899253731343284,0,0
0.8457142857142858,0.6297917,0.4271563,2.4535103,0.7226277372262774,2,0
0.8314285714285714,0.4608723,0.44781557,0.57838243,0.9204545454545455,2,2
0.8557142857142858,0.41230267,0.42274043,0.3183631,0.9648798521256933,2,2
0.8928571428571429,0.37945208,0.3704334,0.46062016,0.9381625441696113,2,2
0.8385714285714285,0.61541253,0.62760687,0.5056634,0.9867674858223063,2,2
0.8614285714285714,0.7621837,0.50784117,3.0512667,0.7607913669064748,0,2
