ACC,BalancedACC,drift-id,gm-id
0.24774774774774774,0.6770708283313326,0,"[[0, 1]]"
0.8040540540540541,0.8976307152812121,0,"[[0, 1]]"
0.7905405405405406,0.7636655948553055,1,"[[0, 1]]"
0.8130630630630631,0.9602345611141653,1,"[[0, 1]]"
0.8018018018018018,0.7719165495622096,1,"[[0, 1]]"
0.7972972972972973,0.7213815789473684,1,"[[1, 1]]"
0.8108108108108109,0.7250470809792845,1,"[[0, 1]]"
0.7792792792792793,0.8726092089728453,1,"[[2, 1]]"
0.7792792792792793,0.8440204246170384,0,"[[5, 1]]"
0.786036036036036,0.9023411371237459,0,"[[4, 1]]"
0.8108108108108109,0.9894179894179894,0,"[[2, 1]]"
