ACC,BalancedACC,drift-id,gm-id
0.13836477987421383,0.20784883720930233,0,[0]
0.7295597484276729,0.9363095238095238,0,[0]
0.8443396226415094,0.9582474226804124,0,[0]
0.8459119496855346,0.956275720164609,0,[0]
0.8569182389937107,0.8631790744466801,0,[0]
0.8663522012578616,0.737475442043222,2,[0]
0.6037735849056604,0.5431629834254144,2,[11]
0.8616352201257862,0.9171277665995976,2,[0]
0.8569182389937107,0.7655627490039841,0,[0]
0.8742138364779874,0.76806640625,0,[0]
0.809748427672956,0.6717118997912317,0,[12]
