ACC,BalancedACC,SP,EO,EQO,drift-id,gm-id
0.5164835164835165,0.8431372549019608,0.0,0.0,0.0,0,0
0.8241758241758241,0.9736842105263158,0.8695652173913044,0.9527186761229314,0.8434922051943328,0,0
0.7857142857142857,0.9324324324324323,0.826923076923077,0.8555555555555556,0.8842995169082126,0,0
0.510989010989011,0.9375,0.75,0.5810276679841897,0.7369424054206662,1,0
0.7087912087912088,0.8970588235294117,0.8571428571428571,0.8297872340425533,0.8836436170212767,1,0
0.7307692307692307,0.8732394366197184,0.9411764705882353,0.9230769230769229,0.7615384615384615,1,0
0.7857142857142857,0.8571428571428571,0.8636363636363636,0.784313725490196,0.7173601147776183,1,0
0.7527472527472527,0.9571428571428572,0.9249999999999999,0.9722222222222222,0.9163436692506459,1,0
0.7857142857142857,0.8571428571428571,0.8867924528301887,0.7869767441860465,0.8170420911012877,1,0
0.8186813186813187,0.8624999999999999,0.8545454545454547,0.9239598278335724,0.6671081190449913,1,0
0.7692307692307693,0.8918918918918918,0.8823529411764706,0.9473684210526315,0.738219094247246,1,0
