ACC,BalancedACC,drift-id,gm-id
0.46083788706739526,0.5343360379972293,0,"[[0, 1]]"
0.8360655737704918,0.8623158269961978,0,"[[0, 1]]"
0.6029143897996357,0.9122517955217576,1,"[[0, 1]]"
0.6502732240437158,0.9189125573731904,1,"[[0, 1]]"
0.6265938069216758,0.9581065924479708,1,"[[0, 1]]"
0.5737704918032787,0.9207753523318366,1,"[[0, 1]]"
0.5919854280510018,0.8881528662420383,1,"[[0, 1]]"
0.5774134790528234,0.9785247432306253,1,"[[0, 1]]"
0.575591985428051,0.8939633236816706,1,"[[0, 1]]"
0.5865209471766849,0.96113184079602,1,"[[0, 1]]"
0.5573770491803278,0.9131753597737586,1,"[[0, 1]]"
