ACC,Loss,LossPrivileged,LossUnprivileged,BalancedACC,SP,EO,EQO,drift-id,gm-id
0.4418604651162791,,,,0.6153846153846154,0,0,0.0,0,0
0.5149501661129569,,,,0.7341430499325236,0,0,0.0,0,0
0.4485049833887043,,,,0.5897435897435898,0,0,0.0,0,0
0.4717607973421927,,,,0.7541478129713424,0,0,0.0,0,0
0.5083056478405316,,,,0.9820143884892087,0,0,0.0,1,0
0.5016611295681063,,,,0.9963503649635037,0,0,0.0,1,0
0.5049833887043189,,,,0.9891304347826088,0,0,0.0,1,0
0.4485049833887043,,,,0.8864468864468864,0,0,0.0,1,0
0.4318936877076412,,,,0.8498168498168498,0,0,0.0,1,0
0.46179401993355484,,,,0.8478632478632478,0,0,0.0,0,0
