ACC,Loss,LossPrivileged,LossUnprivileged,BalancedACC,SP,EO,EQO,drift-id,gm-id
0.4666666666666667,,,,0.7727272727272726,0,0,0.0,0,0
0.5166666666666667,,,,0.9523809523809523,0,0,0.0,1,0
0.48333333333333334,,,,0.95,0,0,0.0,1,0
0.49333333333333335,,,,0.98,0,0,0.0,1,0
0.49,,,,0.97,0,0,0.0,1,0
0.44666666666666666,,,,0.84,0,0,0.0,1,0
0.47333333333333333,,,,0.92,0,0,0.0,1,0
0.5266666666666666,,,,0.9629629629629629,0,0,0.0,0,0
0.48,,,,0.625,0,0,0.0,0,0
0.5133333333333333,,,,0.8749999999999999,0,0,0.0,0,0
