ACC,F1Score,SP,EO,EQO,BalancedACC,drift-id
0.0,0.0,0.0,0.0,0.0,0.0,0
0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.6666666666666666,0.8,0.0,0.0,0.0,0.0,0
0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0
0.4,0.5714285714285714,0.75,0.0,0.0,0.0,0
0.5,0.6666666666666666,1.0,0.75,0.375,0.5,0
0.42857142857142855,0.6,0.8888888888888888,0.75,0.375,0.375,0
0.5,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0
0.4444444444444444,0.6153846153846154,0.9375,0.6666666666666666,0.3333333333333333,0.26666666666666666,0
0.4,0.5714285714285714,0.8999999999999999,0.6666666666666666,0.3333333333333333,0.2222222222222222,0
0.45454545454545453,0.625,0.96,0.625,0.3125,0.20833333333333331,0
0.5,0.6666666666666666,1.0,0.6,0.3,0.19999999999999996,0
0.5384615384615384,0.7,0.9722222222222223,0.5833333333333334,0.2916666666666667,0.19444444444444442,0
0.5714285714285714,0.7272727272727273,0.9523809523809523,0.5714285714285714,0.2857142857142857,0.19047619047619047,0
0.5333333333333333,0.6956521739130435,0.9375,0.5714285714285714,0.2857142857142857,0.21428571428571427,0
0.5,0.6666666666666666,0.9642857142857143,0.5714285714285714,0.2857142857142857,0.18367346938775508,0
0.47058823529411764,0.64,0.84375,0.38095238095238093,0.19047619047619047,0.1607142857142857,0
0.5,0.6666666666666666,0.875,0.5714285714285714,0.2857142857142857,0.2857142857142857,0
0.5263157894736842,0.6896551724137931,0.9000000000000001,0.6857142857142856,0.3428571428571428,0.38571428571428573,0
0.55,0.7096774193548387,0.8888888888888888,0.675,0.3375,0.37499999999999994,0
0.5238095238095238,0.6875,0.9090909090909092,0.675,0.3375,0.3409090909090909,0
0.5,0.6666666666666666,0.9000000000000001,0.675,0.3375,0.37499999999999994,0
0.4782608695652174,0.6470588235294118,0.8925619834710745,0.675,0.3375,0.40909090909090906,0
0.4583333333333333,0.6285714285714286,0.8181818181818182,0.5625,0.28125,0.375,0
0.48,0.6486486486486487,0.8125,0.5555555555555556,0.2777777777777778,0.3611111111111111,0
0.46153846153846156,0.631578947368421,0.8076923076923077,0.5555555555555556,0.2777777777777778,0.38888888888888884,0
0.4444444444444444,0.6153846153846154,0.8035714285714286,0.5555555555555556,0.2777777777777778,0.4166666666666667,0
0.4642857142857143,0.6153846153846154,0.8571428571428571,0.5555555555555556,0.2777777777777778,0.4,0
0.4827586206896552,0.6153846153846154,0.7912087912087913,0.5555555555555556,0.7063492063492063,0.49230769230769234,0
0.4666666666666667,0.6,0.8406593406593407,0.611111111111111,0.7341269841269841,0.5230769230769231,0
0.4838709677419355,0.6,0.8901098901098901,0.611111111111111,0.5555555555555556,0.5034965034965034,0
0.46875,0.5853658536585366,0.9395604395604396,0.6666666666666666,0.5833333333333333,0.5314685314685315,0
0.48484848484848486,0.5853658536585366,0.8724489795918368,0.6666666666666666,0.7708333333333333,0.6168831168831169,0
0.47058823529411764,0.5714285714285714,0.9183673469387756,0.7222222222222222,0.7986111111111112,0.6493506493506493,0
0.4857142857142857,0.5714285714285714,0.8571428571428571,0.7222222222222222,0.7896825396825397,0.7272727272727273,0
