ACC,BalancedACC,SP,EO,EQO,drift-id,gm-id
0.24088248536695184,0.5371341723351806,1.0,1.0,1.0,0,0
0.8329581269698334,0.9194444444444444,0.43230055181221233,0.7313536712678343,0.6785817595082289,0,0
0.8311571364250337,0.9545015480858676,0.49731238585422555,0.6911976911976911,0.6395214473430316,0,0
0.8329581269698334,0.9852963128825196,0.3144608263329333,0.46148884708411714,0.32745739398302126,0,0
0.8424133273300315,0.9823537139501096,0.21050219651717705,0.37081643002028397,0.20758464968657667,0,0
0.845114813147231,0.891635275479669,0.3115264797507788,0.8522133147438131,0.6510637336534861,1,0
0.8487167942368302,0.8733392322812042,0.10483156028368794,0.3554006968641115,0.268448263593918,1,0
0.8572714993246285,0.9002865694453289,0.151163524991317,0.3808049535603715,0.324689988576348,1,0
0.8329581269698334,0.9998270898847582,0.12265470035443697,0.23506088926649674,0.11753044463324837,0,0
0.8392615938766321,0.9156808978079451,0.47445975491940817,0.9090909090909091,0.5460492672043153,0,0
0.8351351351351352,0.9984800422944755,0.6239325478326667,0.699648711943794,0.7509754351085877,0,0
