ACC,Loss,LossPrivileged,LossUnprivileged,BalancedACC,SP,EO,EQO,drift-id,gm-id
0.48172757475083056,,,,0.6056166056166056,0,0,0.0,0,0
0.46511627906976744,,,,0.7420814479638009,0,0,0.0,0,0
0.5249169435215947,,,,0.6340326340326341,0,0,0.0,0,0
0.4717607973421927,,,,0.6639676113360323,0,0,0.0,0,0
0.48172757475083056,,,,0.9597069597069597,0,0,0.0,1,0
0.48172757475083056,,,,0.9597069597069597,0,0,0.0,1,1
0.4418604651162791,,,,0.8717948717948718,0,0,0.0,1,1
0.46511627906976744,,,,0.9140624999999999,0,0,0.0,0,1
0.4750830564784053,,,,0.8931297709923663,0,0,0.0,0,0
0.4750830564784053,,,,0.8752136752136752,0,0,0.0,0,0
