ACC,BalancedACC,drift-id,gm-id
0.22747747747747749,0.6877280265339967,0,"[[0, 1]]"
0.786036036036036,0.9033245844269466,0,"[[0, 1]]"
0.7972972972972973,0.8418461538461538,0,"[[0, 1]]"
0.8198198198198198,0.9462200956937799,0,"[[0, 1]]"
0.8198198198198198,0.9375,0,"[[0, 1]]"
0.5405405405405406,0.5614973262032086,2,"[[1, 1]]"
0.6779279279279279,0.6747696699684244,2,"[[5, 1]]"
0.7207207207207207,0.6984126984126984,2,"[[15, 1]]"
0.6666666666666666,0.6660046939880846,2,"[[10, 1]]"
0.6193693693693694,0.5830862503872196,2,"[[14, 1]]"
0.6283783783783784,0.5683263117579471,2,"[[4, 1]]"
