ACC,Loss,LossPrivileged,LossUnprivileged,BalancedACC,drift-id,gm-id
0.9428571428571428,0.23126861,0.22238918,0.2579069,0.9759036144578312,0,0
0.08285714285714285,2.407509,2.3783655,2.4949386,0.34615384615384615,1,0
0.9171428571428571,0.2635514,0.2176502,0.40125513,0.9386503067484664,1,1
0.9285714285714286,0.2704844,0.25509027,0.31666687,0.9795918367346939,1,1
0.9342857142857143,0.26047772,0.17207007,0.5257006,0.9318637274549098,1,1
0.9485714285714286,0.22622597,0.20288964,0.29623497,0.9681274900398407,1,1
0.9614285714285714,0.15164259,0.12220058,0.23996857,0.9822485207100592,1,1
0.9642857142857143,0.13586035,0.095089585,0.2581727,0.9628180039138943,1,1
0.9571428571428572,0.17838421,0.22262944,0.045648575,0.950191570881226,1,1
0.9828571428571429,0.06283795,0.04222689,0.12467111,0.976878612716763,0,1
